"region","år","arbetsställets sektortillhörighet","ålder",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"1415 Stenungsund","2009","kommunalt ägda företag och organisationer","55-59 år",32
"1415 Stenungsund","2009","kommunalt ägda företag och organisationer","60-64 år",26
"1415 Stenungsund","2009","kommunalt ägda företag och organisationer","65+ år",3
"1415 Stenungsund","2010","primärkommunal förvaltning","55-59 år",259
"1415 Stenungsund","2010","primärkommunal förvaltning","60-64 år",244
"1415 Stenungsund","2010","primärkommunal förvaltning","65+ år",68
"1415 Stenungsund","2010","kommunalt ägda företag och organisationer","55-59 år",31
"1415 Stenungsund","2010","kommunalt ägda företag och organisationer","60-64 år",31
"1415 Stenungsund","2010","kommunalt ägda företag och organisationer","65+ år",3
"1415 Stenungsund","2011","primärkommunal förvaltning","55-59 år",275
"1415 Stenungsund","2011","primärkommunal förvaltning","60-64 år",244
"1415 Stenungsund","2011","primärkommunal förvaltning","65+ år",63
"1415 Stenungsund","2011","kommunalt ägda företag och organisationer","55-59 år",33
"1415 Stenungsund","2011","kommunalt ägda företag och organisationer","60-64 år",30
"1415 Stenungsund","2011","kommunalt ägda företag och organisationer","65+ år",5
"1415 Stenungsund","2012","primärkommunal förvaltning","55-59 år",298
"1415 Stenungsund","2012","primärkommunal förvaltning","60-64 år",247
"1415 Stenungsund","2012","primärkommunal förvaltning","65+ år",61
"1415 Stenungsund","2012","kommunalt ägda företag och organisationer","55-59 år",34
"1415 Stenungsund","2012","kommunalt ägda företag och organisationer","60-64 år",29
"1415 Stenungsund","2012","kommunalt ägda företag och organisationer","65+ år",5
"1415 Stenungsund","2013","primärkommunal förvaltning","55-59 år",310
"1415 Stenungsund","2013","primärkommunal förvaltning","60-64 år",220
"1415 Stenungsund","2013","primärkommunal förvaltning","65+ år",83
"1415 Stenungsund","2013","kommunalt ägda företag och organisationer","55-59 år",39
"1415 Stenungsund","2013","kommunalt ägda företag och organisationer","60-64 år",23
"1415 Stenungsund","2013","kommunalt ägda företag och organisationer","65+ år",9
"1415 Stenungsund","2014","primärkommunal förvaltning","55-59 år",317
"1415 Stenungsund","2014","primärkommunal förvaltning","60-64 år",235
"1415 Stenungsund","2014","primärkommunal förvaltning","65+ år",79
"1415 Stenungsund","2014","kommunalt ägda företag och organisationer","55-59 år",34
"1415 Stenungsund","2014","kommunalt ägda företag och organisationer","60-64 år",22
"1415 Stenungsund","2014","kommunalt ägda företag och organisationer","65+ år",9
"1415 Stenungsund","2015","primärkommunal förvaltning","55-59 år",291
"1415 Stenungsund","2015","primärkommunal förvaltning","60-64 år",230
"1415 Stenungsund","2015","primärkommunal förvaltning","65+ år",99
"1415 Stenungsund","2015","kommunalt ägda företag och organisationer","55-59 år",35
"1415 Stenungsund","2015","kommunalt ägda företag och organisationer","60-64 år",27
"1415 Stenungsund","2015","kommunalt ägda företag och organisationer","65+ år",12
"1415 Stenungsund","2016","primärkommunal förvaltning","55-59 år",293
"1415 Stenungsund","2016","primärkommunal förvaltning","60-64 år",261
"1415 Stenungsund","2016","primärkommunal förvaltning","65+ år",98
"1415 Stenungsund","2016","kommunalt ägda företag och organisationer","55-59 år",31
"1415 Stenungsund","2016","kommunalt ägda företag och organisationer","60-64 år",29
"1415 Stenungsund","2016","kommunalt ägda företag och organisationer","65+ år",13
"1415 Stenungsund","2017","primärkommunal förvaltning","55-59 år",284
"1415 Stenungsund","2017","primärkommunal förvaltning","60-64 år",269
"1415 Stenungsund","2017","primärkommunal förvaltning","65+ år",102
"1415 Stenungsund","2017","kommunalt ägda företag och organisationer","55-59 år",32
"1415 Stenungsund","2017","kommunalt ägda företag och organisationer","60-64 år",37
"1415 Stenungsund","2017","kommunalt ägda företag och organisationer","65+ år",7
"1419 Tjörn","2008","primärkommunal förvaltning","55-59 år",237
"1419 Tjörn","2008","primärkommunal förvaltning","60-64 år",198
"1419 Tjörn","2008","primärkommunal förvaltning","65+ år",35
"1419 Tjörn","2008","kommunalt ägda företag och organisationer","55-59 år",18
"1419 Tjörn","2008","kommunalt ägda företag och organisationer","60-64 år",20
"1419 Tjörn","2008","kommunalt ägda företag och organisationer","65+ år",3
"1419 Tjörn","2009","primärkommunal förvaltning","55-59 år",218
"1419 Tjörn","2009","primärkommunal förvaltning","60-64 år",156
"1419 Tjörn","2009","primärkommunal förvaltning","65+ år",48
"1419 Tjörn","2009","kommunalt ägda företag och organisationer","55-59 år",38
"1419 Tjörn","2009","kommunalt ägda företag och organisationer","60-64 år",35
"1419 Tjörn","2009","kommunalt ägda företag och organisationer","65+ år",6
"1419 Tjörn","2010","primärkommunal förvaltning","55-59 år",242
"1419 Tjörn","2010","primärkommunal förvaltning","60-64 år",168
"1419 Tjörn","2010","primärkommunal förvaltning","65+ år",37
"1419 Tjörn","2010","kommunalt ägda företag och organisationer","55-59 år",47
"1419 Tjörn","2010","kommunalt ägda företag och organisationer","60-64 år",37
"1419 Tjörn","2010","kommunalt ägda företag och organisationer","65+ år",4
"1419 Tjörn","2011","primärkommunal förvaltning","55-59 år",226
"1419 Tjörn","2011","primärkommunal förvaltning","60-64 år",189
"1419 Tjörn","2011","primärkommunal förvaltning","65+ år",36
"1419 Tjörn","2011","kommunalt ägda företag och organisationer","55-59 år",47
"1419 Tjörn","2011","kommunalt ägda företag och organisationer","60-64 år",34
"1419 Tjörn","2011","kommunalt ägda företag och organisationer","65+ år",8
"1419 Tjörn","2012","primärkommunal förvaltning","55-59 år",243
"1419 Tjörn","2012","primärkommunal förvaltning","60-64 år",201
"1419 Tjörn","2012","primärkommunal förvaltning","65+ år",55
"1419 Tjörn","2012","kommunalt ägda företag och organisationer","55-59 år",39
"1419 Tjörn","2012","kommunalt ägda företag och organisationer","60-64 år",34
"1419 Tjörn","2012","kommunalt ägda företag och organisationer","65+ år",5
"1419 Tjörn","2013","primärkommunal förvaltning","55-59 år",230
"1419 Tjörn","2013","primärkommunal förvaltning","60-64 år",205
"1419 Tjörn","2013","primärkommunal förvaltning","65+ år",54
"1419 Tjörn","2013","kommunalt ägda företag och organisationer","55-59 år",35
"1419 Tjörn","2013","kommunalt ägda företag och organisationer","60-64 år",35
"1419 Tjörn","2013","kommunalt ägda företag och organisationer","65+ år",10
"1419 Tjörn","2014","primärkommunal förvaltning","55-59 år",235
"1419 Tjörn","2014","primärkommunal förvaltning","60-64 år",206
"1419 Tjörn","2014","primärkommunal förvaltning","65+ år",49
"1419 Tjörn","2014","kommunalt ägda företag och organisationer","55-59 år",30
"1419 Tjörn","2014","kommunalt ägda företag och organisationer","60-64 år",34
"1419 Tjörn","2014","kommunalt ägda företag och organisationer","65+ år",10
"1419 Tjörn","2015","primärkommunal förvaltning","55-59 år",234
"1419 Tjörn","2015","primärkommunal förvaltning","60-64 år",210
"1419 Tjörn","2015","primärkommunal förvaltning","65+ år",53
"1419 Tjörn","2015","kommunalt ägda företag och organisationer","55-59 år",28
"1419 Tjörn","2015","kommunalt ägda företag och organisationer","60-64 år",43
"1419 Tjörn","2015","kommunalt ägda företag och organisationer","65+ år",10
"1419 Tjörn","2016","primärkommunal förvaltning","55-59 år",245
"1419 Tjörn","2016","primärkommunal förvaltning","60-64 år",232
"1419 Tjörn","2016","primärkommunal förvaltning","65+ år",78
"1419 Tjörn","2016","kommunalt ägda företag och organisationer","55-59 år",26
"1419 Tjörn","2016","kommunalt ägda företag och organisationer","60-64 år",33
"1419 Tjörn","2016","kommunalt ägda företag och organisationer","65+ år",6
"1419 Tjörn","2017","primärkommunal förvaltning","55-59 år",227
"1419 Tjörn","2017","primärkommunal förvaltning","60-64 år",243
"1419 Tjörn","2017","primärkommunal förvaltning","65+ år",95
"1419 Tjörn","2017","kommunalt ägda företag och organisationer","55-59 år",34
"1419 Tjörn","2017","kommunalt ägda företag och organisationer","60-64 år",28
"1419 Tjörn","2017","kommunalt ägda företag och organisationer","65+ år",11
"1421 Orust","2008","primärkommunal förvaltning","55-59 år",274
"1421 Orust","2008","primärkommunal förvaltning","60-64 år",243
"1421 Orust","2008","primärkommunal förvaltning","65+ år",44
"1421 Orust","2008","kommunalt ägda företag och organisationer","55-59 år",19
"1421 Orust","2008","kommunalt ägda företag och organisationer","60-64 år",28
"1421 Orust","2008","kommunalt ägda företag och organisationer","65+ år",2
"1421 Orust","2009","primärkommunal förvaltning","55-59 år",253
"1421 Orust","2009","primärkommunal förvaltning","60-64 år",245
"1421 Orust","2009","primärkommunal förvaltning","65+ år",55
"1421 Orust","2009","kommunalt ägda företag och organisationer","55-59 år",19
"1421 Orust","2009","kommunalt ägda företag och organisationer","60-64 år",27
"1421 Orust","2009","kommunalt ägda företag och organisationer","65+ år",4
"1421 Orust","2010","primärkommunal förvaltning","55-59 år",257
"1421 Orust","2010","primärkommunal förvaltning","60-64 år",246
"1421 Orust","2010","primärkommunal förvaltning","65+ år",68
"1421 Orust","2010","kommunalt ägda företag och organisationer","55-59 år",18
"1421 Orust","2010","kommunalt ägda företag och organisationer","60-64 år",24
"1421 Orust","2010","kommunalt ägda företag och organisationer","65+ år",5
"1421 Orust","2011","primärkommunal förvaltning","55-59 år",256
"1421 Orust","2011","primärkommunal förvaltning","60-64 år",248
"1421 Orust","2011","primärkommunal förvaltning","65+ år",62
"1421 Orust","2011","kommunalt ägda företag och organisationer","55-59 år",18
"1421 Orust","2011","kommunalt ägda företag och organisationer","60-64 år",18
"1421 Orust","2011","kommunalt ägda företag och organisationer","65+ år",4
"1421 Orust","2012","primärkommunal förvaltning","55-59 år",254
"1421 Orust","2012","primärkommunal förvaltning","60-64 år",236
"1421 Orust","2012","primärkommunal förvaltning","65+ år",69
"1421 Orust","2012","kommunalt ägda företag och organisationer","55-59 år",13
"1421 Orust","2012","kommunalt ägda företag och organisationer","60-64 år",24
"1421 Orust","2012","kommunalt ägda företag och organisationer","65+ år",5
"1421 Orust","2013","primärkommunal förvaltning","55-59 år",255
"1421 Orust","2013","primärkommunal förvaltning","60-64 år",231
"1421 Orust","2013","primärkommunal förvaltning","65+ år",77
"1421 Orust","2013","kommunalt ägda företag och organisationer","55-59 år",10
"1421 Orust","2013","kommunalt ägda företag och organisationer","60-64 år",20
"1421 Orust","2013","kommunalt ägda företag och organisationer","65+ år",9
"1421 Orust","2014","primärkommunal förvaltning","55-59 år",247
"1421 Orust","2014","primärkommunal förvaltning","60-64 år",231
"1421 Orust","2014","primärkommunal förvaltning","65+ år",84
"1421 Orust","2014","kommunalt ägda företag och organisationer","55-59 år",6
"1421 Orust","2014","kommunalt ägda företag och organisationer","60-64 år",13
"1421 Orust","2014","kommunalt ägda företag och organisationer","65+ år",10
"1421 Orust","2015","primärkommunal förvaltning","55-59 år",246
"1421 Orust","2015","primärkommunal förvaltning","60-64 år",224
"1421 Orust","2015","primärkommunal förvaltning","65+ år",88
"1421 Orust","2015","kommunalt ägda företag och organisationer","55-59 år",12
"1421 Orust","2015","kommunalt ägda företag och organisationer","60-64 år",11
"1421 Orust","2015","kommunalt ägda företag och organisationer","65+ år",5
"1421 Orust","2016","primärkommunal förvaltning","55-59 år",261
"1421 Orust","2016","primärkommunal förvaltning","60-64 år",221
"1421 Orust","2016","primärkommunal förvaltning","65+ år",109
"1421 Orust","2016","kommunalt ägda företag och organisationer","55-59 år",18
"1421 Orust","2016","kommunalt ägda företag och organisationer","60-64 år",10
"1421 Orust","2016","kommunalt ägda företag och organisationer","65+ år",4
"1421 Orust","2017","primärkommunal förvaltning","55-59 år",244
"1421 Orust","2017","primärkommunal förvaltning","60-64 år",240
"1421 Orust","2017","primärkommunal förvaltning","65+ år",112
"1421 Orust","2017","kommunalt ägda företag och organisationer","55-59 år",19
"1421 Orust","2017","kommunalt ägda företag och organisationer","60-64 år",10
"1421 Orust","2017","kommunalt ägda företag och organisationer","65+ år",3
"1427 Sotenäs","2008","primärkommunal förvaltning","55-59 år",172
"1427 Sotenäs","2008","primärkommunal förvaltning","60-64 år",142
"1427 Sotenäs","2008","primärkommunal förvaltning","65+ år",31
"1427 Sotenäs","2008","kommunalt ägda företag och organisationer","55-59 år",12
"1427 Sotenäs","2008","kommunalt ägda företag och organisationer","60-64 år",6
"1427 Sotenäs","2008","kommunalt ägda företag och organisationer","65+ år",0
"1427 Sotenäs","2009","primärkommunal förvaltning","55-59 år",154
"1427 Sotenäs","2009","primärkommunal förvaltning","60-64 år",151
"1427 Sotenäs","2009","primärkommunal förvaltning","65+ år",35
